STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,CDSD,CLDD,DT00,DT32,DX32,DX70,DX90,EMNT,EMXT,HDSD,HTDD,TAVG,TMAX,TMIN
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2005-07,176,119,0,0,0,31,2,49,93,7,7,68.6,81.2,56
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2005-08,299,123,0,0,0,31,3,50,96,9,2,68.9,81.2,56.5
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2005-09,357,57,0,0,0,29,3,46,99,53,43,65.5,79.2,51.7
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2005-10,413,56,0,0,0,26,4,44,97,146,94,63.8,76.8,50.8
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2005-11,432,19,0,0,0,22,0,39,87,269,122,61.6,75.1,48.1
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2005-12,434,2,0,0,0,15,0,38,81,536,268,56.4,68.5,44.4
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2006-01,7,7,0,0,0,14,0,33,83,835,299,55.6,67.5,43.7
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2006-02,14,6,0,0,0,16,0,35,89,1076,241,56.6,70,43.3
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2006-03,14,0,0,0,0,3,0,33,76,1499,423,51.4,61.4,41.3
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2006-04,14,0,0,0,0,5,0,37,80,1808,309,54.7,64.5,44.9
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2006-05,21,7,0,0,0,18,0,44,88,1945,137,60.8,71.3,50.3
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2006-06,127,106,0,0,0,30,7,47,99,1969,24,67.7,81.4,54.1
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2006-07,351,224,0,0,0,31,8,50,97,0,0,72.2,86.3,58.1
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2006-08,423,72,0,0,0,31,1,49,92,8,8,67.1,80.7,53.5
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2006-09,485,61,0,0,0,30,2,47,98,28,21,66.4,80.6,52.1
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2006-10,501,16,0,0,0,28,0,45,89,120,92,62.6,76.1,49
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2006-11,561,60,0,0,0,21,5,36,94,256,136,62.5,76.8,48.1
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2006-12,562,1,0,0,0,17,0,33,83,544,288,55.7,68.9,42.5
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2007-01,4,4,0,2,0,13,0,27,80,928,384,52.7,65.3,40.2
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2007-02,5,0,0,0,0,7,0,37,85,1205,277,54.4,66,42.8
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2007-03,21,16,0,0,0,19,2,39,91,1400,195,59.2,72,46.5
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2007-04,21,0,0,0,0,17,0,38,85,1612,212,57.9,70.5,45.4
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2007-05,45,24,0,0,0,18,2,42,99,1773,162,60.5,72.9,48.2
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2007-06,74,29,0,0,0,28,1,46,92,1835,61,63.9,77.5,50.3
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2007-07,212,138,0,0,0,31,3,51,93,0,0,69.5,83.4,55.6
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2007-08,375,163,0,0,0,31,9,50,100,0,0,70.3,84.7,55.8
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2007-09,485,110,0,0,0,27,5,47,104,36,36,67.4,81.8,53.1
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2007-10,553,68,0,0,0,28,4,44,93,99,63,65.2,78.4,51.9
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2007-11,576,22,0,0,0,20,2,39,91,283,184,59.6,73,46.2
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2007-12,581,6,0,0,0,7,0,34,88,659,376,53.1,65.2,40.9
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2008-01,1,1,0,0,0,7,0,35,80,1038,378,52.8,62.8,42.8
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2008-02,1,0,0,0,0,10,0,34,83,1320,282,55.3,67.1,43.4
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2008-03,6,5,0,0,0,21,0,38,85,1517,197,58.8,72.2,45.4
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2008-04,55,49,0,0,0,15,5,37,94,1703,186,60.4,74.3,46.6
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2008-05,106,51,0,0,0,19,4,41,99,1886,183,60.8,73.8,47.7
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2008-06,227,120,0,0,0,29,6,47,108,1924,38,67.7,82.5,52.9
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2008-07,335,108,0,0,0,31,2,50,92,1,1,68.4,80.8,56.1
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2008-08,466,132,0,0,0,31,0,52,89,1,0,69.3,82.4,56.1
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2008-09,578,111,0,0,0,29,4,50,100,6,5,68.5,82.6,54.4
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2008-10,694,116,0,0,0,28,9,43,99,50,43,67.4,83.2,51.5
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2008-11,743,49,0,0,0,20,1,43,90,152,102,63.2,76.1,50.3
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2008-12,743,0,0,0,0,9,0,33,81,507,355,53.5,64.6,42.5
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2009-01,20,20,0,0,0,19,0,34,87,723,216,58.7,71.6,45.8
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2009-02,20,0,0,0,0,9,0,35,81,1029,306,54,65,43.1
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2009-03,20,1,0,0,0,13,0,36,83,1326,297,55.5,68.3,42.7
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2009-04,46,25,0,0,0,10,3,37,98,1613,287,56.3,69.7,42.8
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2009-05,88,42,0,0,0,21,1,43,90,1732,118,62.5,74.3,50.8
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2009-06,90,2,0,0,0,26,0,45,83,1844,112,61.3,72.5,50.1
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2009-07,151,61,0,0,0,31,0,47,89,26,26,66.1,80.4,51.8
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2009-08,258,107,0,0,0,31,7,45,100,60,33,67.4,82.2,52.5
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2009-09,388,131,0,0,0,29,8,49,99,69,10,69,84.3,53.7
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2009-10,440,52,0,0,0,21,3,40,98,197,128,62.5,76.2,48.9
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2009-11,444,4,0,0,0,21,0,37,87,393,196,58.6,74,43.2
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2009-12,444,0,0,1,0,4,0,32,76,815,421,51.4,62.7,40.1
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2010-01,0,0,0,0,0,14,0,35,79,1142,327,54.4,66.8,42.1
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2010-02,0,0,0,0,0,6,0,35,80,1463,321,53.5,64.4,42.6
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2010-03,0,0,0,0,0,11,0,37,79,1752,288,55.7,66.2,45.2
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2010-04,0,0,0,0,0,2,0,41,80,2067,315,54.5,63.5,45.5
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2010-05,7,7,0,0,0,12,0,44,85,2251,184,59.3,69.5,49
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2010-06,7,0,0,0,0,16,0,47,76,2400,149,60,69.5,50.6
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2010-07,58,51,0,0,0,20,1,49,93,90,90,63.7,73.2,54.3
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2010-08,97,39,0,0,0,22,1,47,91,174,84,63.5,75.6,51.4
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2010-09,173,76,0,0,0,25,3,45,107,256,82,64.8,77.1,52.4
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2010-10,196,23,0,0,0,13,1,45,93,378,122,61.8,69.9,53.7
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2010-11,225,29,0,0,0,8,2,36,92,651,272,56.9,67,46.7
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2010-12,227,2,0,0,0,4,0,37,80,995,344,54,61.9,46
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2011-01,8,8,0,0,0,13,0,35,85,1305,310,55.3,66.5,44
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2011-02,8,0,0,0,0,4,0,33,75,1711,406,50.5,60.5,40.5
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2011-03,25,16,0,0,0,12,1,36,95,1998,287,56.3,67.9,44.6
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2011-04,51,26,0,1,0,19,2,31,91,2186,188,59.6,72.4,46.8
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2011-05,64,13,0,0,0,19,1,39,90,2373,187,59.4,71.9,46.8
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2011-06,66,2,0,0,0,22,0,44,86,2508,135,60.6,72.3,48.9
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2011-07,140,75,0,0,0,31,1,50,93,14,14,66.9,80.3,53.6
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2011-08,224,84,0,0,0,31,3,47,94,25,11,67.3,81.6,53.1
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2011-09,290,65,0,0,0,28,3,46,103,54,29,66.2,79.5,53
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2011-10,357,67,0,0,0,26,3,43,102,120,65,65,79.6,50.5
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2011-11,359,3,0,0,0,13,0,36,85,365,245,56.9,69.3,44.6
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2011-12,359,0,0,1,0,13,0,32,80,735,370,53.1,68,38.1
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2012-01,4,4,0,1,0,19,0,31,86,995,260,56.7,71.9,41.5
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2012-02,4,0,0,0,0,13,0,37,83,1280,285,55.2,67.9,42.5
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2012-03,4,0,0,0,0,7,0,33,87,1633,354,53.2,65.3,41.2
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2012-04,14,10,0,0,0,14,0,38,82,1849,216,58.2,67.5,48.8
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2012-05,61,46,0,0,0,20,1,48,90,1935,85,63.7,72,55.4
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2012-08,,189,0,0,0,31,10,47,94,,2,71.1,85.2,56.9
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2012-09,,171,0,0,0,30,6,49,99,,4,70.6,84.7,56.4
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2012-10,,102,0,0,0,29,7,44,104,,39,67,80.3,53.7
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2012-11,,22,0,0,0,15,2,41,93,,157,60.5,71.3,49.7
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2012-12,,0,0,0,0,5,0,33,78,,362,53.3,62.8,43.9
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2013-01,0,0,0,2,0,9,0,32,81,,352,53.6,65,42.3
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2013-02,0,0,0,0,0,9,0,35,80,,323,53.5,65.9,41
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2013-03,4,4,0,0,0,19,0,41,84,,211,58.3,70.4,46.3
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2013-04,14,10,0,0,0,17,0,42,85,,156,60.1,71.1,49.2
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2013-05,47,33,0,0,0,26,2,44,93,,74,63.9,76.5,51.3
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2013-06,110,63,0,0,0,27,2,47,94,,51,65.4,77.2,53.5
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2013-07,195,85,0,0,0,31,1,49,98,10,10,67.4,79,55.8
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2013-08,291,96,0,0,0,31,3,49,97,29,19,67.5,80.5,54.4
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2013-09,435,144,0,0,0,29,5,50,94,40,10,69.5,82.9,56
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2013-10,466,31,0,0,0,22,1,44,91,168,128,61.9,74.3,49.5
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2013-11,481,15,0,0,0,14,0,42,89,351,183,59.4,71.4,47.4
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2013-12,492,11,0,0,0,15,0,33,84,646,295,55.8,68.5,43.2
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2014-01,10,10,0,0,0,23,0,40,84,795,149,60.5,73.3,47.7
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2014-02,13,3,0,0,0,11,0,38,85,998,203,57.8,68.3,47.4
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2014-03,21,8,0,0,0,17,0,44,89,1175,177,59.5,70.4,48.7
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2014-04,59,38,0,0,0,19,2,40,91,1324,149,61.3,73.7,48.9
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2014-05,173,113,0,0,0,27,7,47,100,1379,55,66.9,79.6,54.2
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2014-06,202,29,0,0,0,30,0,48,86,1411,32,64.9,77,52.9
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2014-07,369,166,0,0,0,31,3,54,96,0,0,70.4,82,58.7
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2014-08,521,152,0,0,0,31,3,52,98,2,2,69.8,82.1,57.5
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2014-09,722,201,0,0,0,30,7,50,107,4,1,71.7,85.1,58.2
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2014-10,819,97,0,0,0,30,4,50,101,12,9,67.9,80.7,55
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2014-11,850,31,0,0,0,24,0,44,89,111,99,62.7,75.1,50.4
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2014-12,853,2,0,0,0,8,0,36,80,350,238,57.4,65.8,48.9
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2015-01,6,6,0,0,0,19,0,35,82,554,204,58.6,70.4,46.8
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2015-02,15,9,0,0,0,13,0,40,86,721,167,59.3,70.4,48.3
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2015-03,78,64,0,0,0,27,2,41,91,832,111,63.5,76.6,50.3
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2015-04,96,17,0,0,0,21,1,41,90,961,129,61.3,74.6,48
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2015-05,96,0,0,0,0,13,0,46,81,1129,169,59.6,69.2,49.9
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2015-06,158,62,0,0,0,28,1,50,90,1152,23,66.3,76.8,55.7
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2015-08,,199,0,0,0,25,9,53,99,,24,70.6,81.6,59.7
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2015-09,,255,0,0,0,30,13,52,100,,0,73.5,87.1,59.9
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2015-10,,210,0,0,0,30,7,52,103,,5,71.6,84.1,59.2
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2015-11,,31,0,0,0,16,1,37,92,,170,60.4,72.3,48.5
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2015-12,,6,0,0,0,9,0,35,85,,293,55.7,65.8,45.7
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2016-01,0,0,0,0,0,6,0,39,76,,295,55.5,64.5,46.4
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2016-02,47,47,0,0,0,20,0,38,89,,102,63,77.3,48.7
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2016-03,54,7,0,0,0,12,0,42,84,,166,59.9,70,49.7
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2016-04,77,22,0,0,0,26,0,44,88,,90,62.7,74.4,51
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2016-05,77,0,0,0,0,18,0,46,76,,146,60.3,70.1,50.5
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2016-06,172,96,0,0,0,29,3,49,107,,33,67.1,79.4,54.8
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2016-07,326,153,0,0,0,31,4,53,106,4,4,69.8,82.7,57
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2016-08,443,117,0,0,0,31,1,52,90,4,0,68.8,80.8,56.8
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2016-09,580,136,0,0,0,27,7,47,103,31,27,68.6,81.3,56
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2016-10,642,63,0,0,0,28,2,48,93,87,56,65.2,77.3,53.2
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2016-11,708,65,0,0,0,20,1,40,90,213,126,63,75.8,50.2
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2016-12,708,0,0,0,0,9,0,34,79,492,279,56,65.6,46.4
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2017-01,0,0,0,0,0,5,0,36,78,842,351,53.7,62.6,44.7
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2017-02,0,0,0,0,0,5,0,37,78,1106,264,55.6,63.3,47.9
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2017-03,6,6,0,0,0,18,0,38,84,1261,155,60.2,72.8,47.6
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2017-04,40,33,0,0,0,23,0,42,89,1385,123,62,73.7,50.3
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2017-05,60,20,0,0,0,19,1,43,91,1506,121,61.7,73.5,49.9
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2017-06,146,87,0,0,0,30,3,50,98,1520,14,67.4,80.1,54.7
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2017-07,320,173,0,0,0,31,3,51,97,4,4,70.4,83,57.9
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2017-08,516,196,0,0,0,31,5,54,98,4,0,71.3,83.4,59.3
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2017-09,684,168,0,0,0,29,5,48,104,13,9,70.3,82.7,57.9
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2017-10,831,147,0,0,0,28,8,48,101,44,30,68.8,82.6,55
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2017-11,880,48,0,0,0,24,2,43,94,144,100,63.3,75.1,51.5
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2017-12,903,23,0,0,0,19,0,36,83,317,173,60.2,72.8,47.5
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2018-01,24,24,0,0,0,20,0,39,83,486,168,60.3,70.9,49.8
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2018-02,26,2,0,0,0,12,0,33,83,751,266,55.6,68.1,43.1
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2018-03,26,0,0,0,0,10,0,38,79,1020,268,56.3,66.2,46.5
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2018-04,46,20,0,0,0,22,1,43,90,1155,135,61.2,72.9,49.4
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2018-05,52,6,0,0,0,21,0,44,87,1281,126,61.2,72.4,49.9
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2018-06,78,26,0,0,0,27,0,45,85,1318,37,64.6,76.7,52.5
