STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,CDSD,CLDD,DP01,DP10,DSND,DSNW,DT00,DT32,DX32,DX70,DX90,EMNT,EMSD,EMSN,EMXP,EMXT,HDSD,HTDD,PRCP,PSUN,SNOW,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WSF2,WSF5
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1958-02,,75,43,4,2,0,0,0,0,0,10,0,36,0,0,0.5,83,408,194,0.88,,0,59.6,66.6,52.6,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1958-03,,238,163,10,4,0,0,0,0,0,27,0,48,0,0,1.37,82,439,30,3.56,,0,69.3,74.9,63.6,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1958-04,,510,272,4,2,0,0,0,0,0,30,0,57,0,0,0.85,86,439,0,1.09,,0,74.1,79.4,68.7,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1958-05,,868,357,14,9,0,0,0,0,0,31,0,61,0,0,5.01,89,439,0,16.16,,0,76.5,81.3,71.7,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1958-06,,1357,489,11,7,0,0,0,0,0,30,2,74,0,0,0.97,92,439,0,3.3,,0,81.3,85.9,76.7,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1958-07,,1918,561,16,10,0,0,0,0,0,31,13,70,0,0,1.64,95,0,0,7.17,,0,83.1,89.3,76.9,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1958-08,,2504,585,16,12,0,0,0,0,0,31,23,72,0,0,2.45,98,0,0,9.8,,0,83.9,91.9,75.9,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1962-10,,,458,9,6,0,0,0,0,0,31,2,66,0,0,1.7,93,,0,2.58,,0,79.8,84.8,74.7,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1962-11,,,184,5,3,0,0,0,0,0,28,0,47,0,0,1.42,85,,15,1.86,,0,70.6,76.5,64.8,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1962-12,,,128,4,0,0,0,0,0,0,26,0,36,0,0,0.08,80,,65,0.22,,0,67,73.9,60.2,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1963-01,,155,155,7,3,,,0,0,0,29,0,47,,,0.25,80,,25,0.59,,,69.2,74.6,63.8,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1963-02,,251,96,8,4,0,0,0,0,0,23,0,46,0,0,1.05,82,,25,3.25,,0,67.5,74.5,60.5,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1963-03,,540,290,2,0,0,0,0,0,0,31,1,56,0,0,0.05,91,,1,0.06,,0,74.3,79,69.6,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1963-04,,868,327,1,1,0,0,0,0,0,30,1,59,0,0,0.11,91,,0,0.11,,0,75.9,81.5,70.3,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1963-05,,1269,402,8,6,0,0,0,0,0,31,0,62,0,0,3.8,87,,0,4.91,,0,78,82.7,73.2,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1963-06,,1790,520,9,5,0,0,0,0,0,30,4,69,0,0,1.79,92,,0,4.2,,0,82.3,87.5,77.2,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1963-07,,2387,597,9,6,0,0,0,0,0,31,8,73,0,0,0.56,97,0,0,2.3,,0,84.3,89.3,79.2,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1963-08,,2968,582,12,5,0,0,0,0,0,30,11,72,0,0,1.95,93,0,0,4.41,,0,84.4,89.4,79.4,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1963-09,,3494,525,14,9,0,0,0,0,0,30,3,70,0,0,2.62,91,0,0,12.16,,0,82.5,86.9,78.1,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1963-10,,3871,377,11,7,0,0,0,0,0,31,0,64,0,0,1.66,89,0,0,3.84,,0,77.2,82.2,72.1,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1963-11,,4118,247,7,4,0,0,0,0,0,29,0,49,0,0,1.03,85,13,13,2.3,,0,72.8,77.2,68.4,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1963-12,,4194,76,6,4,0,0,0,0,0,22,0,44,0,0,0.77,80,67,53,1.94,,0,65.7,72.4,59.1,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1964-01,,143,143,2,1,0,0,0,0,0,24,0,38,0,0,1.56,86,127,60,1.59,,0,67.7,72.2,63.1,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1964-02,,240,97,7,5,0,0,0,0,0,20,0,46,0,0,1.33,86,193,65,2.29,,0,66.1,72.8,59.4,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1964-03,,508,268,4,1,0,0,0,0,0,31,0,56,0,0,0.28,85,195,2,0.44,,0,73.6,77.6,69.6,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1964-04,,846,338,8,6,0,0,0,0,0,30,0,61,0,0,2.14,87,195,0,6.97,,0,76.3,79.3,73.3,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1964-05,,1245,398,11,3,0,0,0,0,0,31,1,66,0,0,0.92,91,195,0,2.33,,0,77.8,81.4,74.4,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1964-06,,1722,477,12,10,0,0,0,0,0,30,0,72,0,0,3.28,87,195,0,6.66,,0,80.9,84.6,77.2,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1964-07,,2276,554,13,7,0,0,0,0,0,31,2,73,0,0,1.61,95,0,0,4.41,,0,82.9,86.9,78.9,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1964-08,,2838,562,11,8,0,0,0,0,0,31,6,74,0,0,2,92,0,0,6.06,,0,83.1,87.6,78.7,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1964-09,,3324,486,21,9,0,0,0,0,0,30,2,72,0,0,1.51,92,0,0,4.78,,0,81.2,85.7,76.7,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1964-10,,3683,359,17,11,0,0,0,0,0,31,0,59,0,0,1.8,87,0,0,7.87,,0,76.6,81.5,71.7,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1964-11,,3988,305,4,3,0,0,0,0,0,30,0,60,0,0,0.29,82,0,0,0.8,,0,75.2,79.1,71.2,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1964-12,,4212,224,6,5,0,0,0,0,0,31,0,49,0,0,1.2,85,5,5,2.29,,0,72.1,76.1,68.1,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1965-06,,,438,11,7,0,0,0,0,0,30,0,70,0,0,1.64,87,,0,5.48,59.1,0,79.6,83.2,76.1,14718,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1965-07,,,498,10,6,0,0,0,0,0,31,1,71,0,0,2,90,0,0,4.67,60.1,0,81.1,85.4,76.7,15198,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1965-08,,,535,13,7,0,0,0,0,0,31,0,73,0,0,1.05,88,0,0,2.87,60.4,0,82.3,86.2,78.4,14598,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1965-09,,,434,17,10,0,0,0,0,0,29,0,72,0,0,3.75,88,0,0,10.35,57.7,0,80,83.8,76.2,12834,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1965-10,,,382,13,10,0,0,0,0,0,31,2,62,0,0,4.89,90,0,0,13.49,51.3,0,77.3,82.7,72,11214,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1965-11,,,297,7,3,0,0,0,0,0,30,0,60,0,0,0.47,84,0,0,1.14,,0,74.9,79.2,70.6,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1965-12,,,169,4,1,0,0,0,0,0,30,0,51,0,0,0.43,82,13,13,0.58,60.7,0,70.1,75,65.1,11934,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1966-01,,111,111,9,6,0,0,0,0,0,26,0,37,0,0,1.21,80,75,62,2.88,45.9,0,66.6,72.4,60.8,9192,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1966-02,,251,139,4,2,0,0,0,0,0,25,0,41,0,0,1.8,81,117,42,2.43,67.2,0,68.5,73,63.9,12960,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1966-03,,407,156,7,6,0,0,0,0,0,29,0,50,0,0,1.3,83,131,14,3.07,63.3,0,69.6,74.1,65,14154,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1966-04,,641,234,7,3,0,0,0,0,0,30,0,60,0,0,1.68,87,131,0,2.09,72.6,0,72.8,77,68.6,16656,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1966-05,,1033,392,12,9,0,0,0,0,0,31,0,65,0,0,1.69,89,131,0,7.03,55.6,0,77.6,81.8,73.5,13824,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1966-06,,1437,404,20,18,0,0,0,0,0,30,1,67,0,0,1.65,91,131,0,10.44,34.7,0,78.5,82.8,74.1,8592,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1966-07,,1970,533,20,14,0,0,0,0,0,31,6,72,0,0,0.65,93,0,0,4.67,58.6,0,82.2,86.9,77.5,14730,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1966-08,,2510,540,18,6,0,0,0,0,0,31,2,68,0,0,0.44,95,0,0,1.99,68.8,0,82.4,87.2,77.7,16638,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1966-09,,3030,519,16,11,0,0,0,0,0,30,3,70,0,0,1.17,90,0,0,4.46,55.8,0,82.3,87.2,77.4,12330,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1966-10,,3463,433,10,7,0,0,0,0,0,31,0,65,0,0,2.19,88,0,0,6.42,35.2,0,79,83.4,74.6,7584,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1966-11,,3665,202,7,5,0,0,0,0,0,28,0,49,0,0,0.32,86,20,20,1.23,61.2,0,71.1,76.6,65.5,11976,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1966-12,,3773,108,8,2,0,0,0,0,0,27,0,44,0,0,1.63,79,54,33,2.01,61.6,0,67.4,72.9,61.9,12126,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1967-01,,173,173,8,4,0,0,0,0,0,29,0,47,0,0,1.96,81,81,27,3.11,58.3,0,69.7,74.2,65.2,11652,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1967-02,,298,124,4,3,0,0,0,0,0,24,0,40,0,0,0.84,81,120,39,1.54,67.6,0,68.1,73.7,62.4,12840,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1967-03,,523,225,5,3,0,0,0,0,0,31,0,59,0,0,0.74,83,120,0,1.61,70,0,72.3,76.1,68.4,15636,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1967-04,,813,290,0,0,0,0,0,0,0,30,1,65,0,0,0,91,120,0,0,68.1,0,74.7,78.5,70.8,15408,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1967-05,,1229,417,3,1,0,0,0,0,0,31,3,69,0,0,0.1,93,120,0,0.2,68.4,0,78.4,82.8,74.1,17052,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1967-06,,1674,445,13,11,0,0,0,0,0,30,3,65,0,0,4.13,90,120,0,12.22,53.9,0,79.8,84.9,74.7,13356,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1967-07,,2198,524,9,5,0,0,0,0,0,31,0,68,0,0,2.98,89,0,0,6.03,72.5,0,81.9,85.8,78.1,18312,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1967-08,,2715,516,5,2,0,0,0,0,0,31,1,70,0,0,0.97,91,0,0,1.17,60.1,0,81.6,86.1,77.2,14574,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1967-09,,3221,506,11,3,0,0,0,0,0,30,6,70,0,0,1.58,96,0,0,3.1,56.9,0,81.9,87.2,76.6,12666,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1967-10,,3596,376,11,10,0,0,0,0,0,31,1,64,0,0,2.52,90,0,0,10.19,58.2,0,77.1,82,72.2,11658,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1967-11,,3843,247,5,2,0,0,0,0,0,30,0,62,0,0,1.38,84,0,0,1.93,66,0,73.2,78.3,68.2,12276,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1967-12,,4074,231,7,4,0,0,0,0,0,29,0,48,0,0,0.35,83,13,13,0.98,62.6,0,72,76.5,67.5,12318,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1968-01,,144,144,9,4,0,0,0,0,0,27,0,42,0,0,0.42,81,49,36,1.17,66.3,0,68.5,73.5,63.4,13236,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1968-02,,191,47,7,3,0,0,0,0,0,19,0,43,0,0,1.11,79,134,84,2.46,73.7,0,63.7,71.3,56.1,14502,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1968-03,,315,124,4,3,0,0,0,0,0,26,0,41,0,0,0.29,78,191,57,0.71,76.2,0,67.2,72.1,62.2,17394,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1968-04,,642,327,2,2,0,0,0,0,0,30,0,64,0,0,0.16,88,191,0,0.29,78.7,0,75.9,80.3,71.5,18078,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1968-05,,1025,383,15,11,0,0,0,0,0,31,0,68,0,0,2.16,88,191,0,10.63,50,0,77.4,81.8,73,12480,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1968-06,,1464,439,22,17,0,0,0,0,0,30,1,69,0,0,3.58,91,191,0,18.87,46.3,0,79.6,85,74.3,11430,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1968-07,,1988,523,15,8,0,0,0,0,0,31,0,70,0,0,0.76,88,0,0,3.98,73.7,0,81.9,85.8,78,18606,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1968-08,,2531,543,17,12,0,0,0,0,0,31,2,70,0,0,2.05,92,0,0,6.25,67.7,0,82.5,87.2,77.9,16512,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1968-09,,3020,489,20,15,0,0,0,0,0,30,1,68,0,0,2.99,90,0,0,12.83,61.3,0,81.3,86.3,76.3,13644,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1968-10,,3404,384,14,11,0,0,0,0,0,31,0,58,0,0,2.09,88,0,0,5.54,53.2,0,77.4,82.2,72.6,11442,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1968-11,,3617,214,7,4,0,0,0,0,0,26,0,48,0,0,0.63,83,32,32,1.44,65.4,0,71.1,76.7,65.4,12804,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1968-12,,3750,133,1,0,0,0,0,0,0,21,0,37,0,0,0.02,81,105,73,0.02,64.5,0,66.9,72.8,61,12708,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1969-01,,101,101,9,7,0,0,0,0,0,26,0,50,0,0,2.07,79,124,19,6.22,55.8,0,67.6,72.5,62.8,11184,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1969-02,,180,79,1,1,0,0,0,0,0,20,0,45,0,0,2.01,83,179,55,2.01,74.5,0,65.8,72.7,59,14142,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1969-03,,300,121,8,2,0,0,0,0,0,24,0,48,0,0,1.36,83,235,56,1.78,48.3,0,67.1,73,61.1,10752,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1969-04,,607,306,8,7,0,0,0,0,0,30,1,67,0,0,0.32,90,235,0,1.43,54.2,0,75.2,78.9,71.6,12504,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1969-05,,1001,394,10,8,0,0,0,0,0,31,0,68,0,0,4.08,86,235,0,10.45,61.4,0,77.7,81.5,74,15306,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1969-06,,1479,478,22,16,0,0,0,0,0,30,1,69,0,0,4.3,92,235,0,14.09,53.5,0,80.9,85.7,76.2,13230,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1969-07,,2042,563,16,12,0,0,0,0,0,31,5,69,0,0,1.87,98,0,0,7.69,64.4,0,83.2,88.3,78,16302,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1969-08,,2605,563,14,9,0,0,0,0,0,31,4,73,0,0,0.26,91,0,0,1.84,66.2,0,83.2,87.7,78.6,16056,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1969-09,,3094,490,19,9,0,0,0,0,0,30,5,71,0,0,2.86,93,0,0,5.99,52.2,0,81.3,85.9,76.7,11730,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1969-10,,3538,444,13,8,0,0,0,0,0,31,1,70,0,0,2.15,91,0,0,6.87,55,0,79.3,83.2,75.4,11898,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1969-11,,3729,190,9,4,0,0,0,0,0,28,1,50,0,0,0.22,90,14,14,0.96,63.7,0,70.9,77.3,64.4,12546,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1969-12,,3838,109,1,1,0,0,0,0,0,29,0,48,0,0,0.63,79,50,36,0.63,75.6,0,67.4,73.8,60.9,14856,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1970-01,,82,82,5,3,0,0,0,0,0,23,0,35,0,0,0.79,82,165,115,1.93,58.4,0,63.9,71.4,56.4,11682,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1970-02,,141,59,4,4,0,0,0,0,0,14,0,42,0,0,1.17,81,226,60,2.97,55.7,0,65,70.6,59.3,10626,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1970-03,,320,179,7,4,0,0,0,0,0,29,0,50,0,0,1.03,83,245,20,2.21,64.8,0,70.1,74.5,65.8,14502,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1970-04,,692,372,0,0,0,0,0,0,0,30,0,66,0,0,0,87,245,0,0,73,0,77.4,81.1,73.7,16788,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1970-05,,1059,367,9,6,0,0,0,0,0,31,0,65,0,0,2.52,84,245,0,5.88,69,0,76.8,80.2,73.5,16614,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1970-06,,1530,471,11,7,0,0,0,0,0,30,4,71,0,0,1.93,92,245,0,4.49,68.2,0,80.7,85.5,75.9,16830,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1970-07,,2070,540,14,7,0,0,0,0,0,31,0,73,0,0,1.86,89,0,0,3.78,55.9,0,82.4,86.5,78.3,14628,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1970-08,,2650,580,7,4,0,0,0,0,0,31,3,75,0,0,0.45,96,0,0,1.27,69.5,0,83.7,87.7,79.7,16818,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1970-09,,3135,485,14,11,0,0,0,0,0,30,0,71,0,0,1.88,88,0,0,7.41,65.9,0,81.2,85.3,77,14634,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1970-10,,3565,429,14,9,0,0,0,0,0,31,1,67,0,0,0.94,90,0,0,3.49,65,0,78.9,83.6,74.1,14028,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1970-11,,3766,201,1,1,0,0,0,0,0,26,0,39,0,0,0.46,85,41,41,0.46,68.7,0,70.3,76.5,64.2,13518,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1970-12,,3959,193,1,0,0,0,0,0,0,28,0,45,0,0,0.09,84,60,19,0.09,78.2,0,70.6,75.9,65.3,15366,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1971-01,,159,159,3,2,0,0,0,0,0,26,0,35,0,0,0.19,84,133,73,0.35,65.4,0,67.8,73.9,61.6,13050,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1971-02,,308,148,5,3,0,0,0,0,0,24,0,43,0,0,0.9,82,182,48,1.23,68.3,0,68.6,73.9,63.2,12990,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1971-03,,466,158,3,3,0,0,0,0,0,25,0,47,0,0,0.35,85,228,46,0.6,86.5,0,68.6,75.2,62,19380,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1971-04,,712,246,2,2,0,0,0,0,0,30,2,48,0,0,0.31,94,237,9,0.44,86.4,0,72.9,78.2,67.6,19890,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1971-05,,1136,424,6,6,0,0,0,0,0,31,5,62,0,0,2.59,94,237,0,5.11,,0,78.7,83.8,73.5,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1971-06,,1615,479,12,6,0,0,0,0,0,30,3,71,0,0,1.7,95,237,0,3.33,53.1,0,81,86,75.9,13122,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1971-07,,2161,546,7,5,0,0,0,0,0,31,0,70,0,0,0.63,88,0,0,1.89,75.5,0,82.6,86.3,78.9,19074,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1971-08,,2689,528,16,12,0,0,0,0,0,31,4,71,0,0,1.49,92,0,0,5.11,73.5,0,82,87.2,76.9,17808,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1971-09,,3165,476,16,12,0,0,0,0,0,30,1,71,0,0,2.17,90,0,0,8.96,65,0,80.9,85.2,76.5,14328,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1971-10,,3623,458,13,10,0,0,0,0,0,31,1,69,0,0,1.2,90,0,0,5.28,57.6,0,79.8,83.9,75.6,12408,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1971-11,,3924,301,7,3,0,0,0,0,0,30,0,59,0,0,1.2,86,0,0,2.05,51.5,0,75,79.2,70.8,10110,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1971-12,,4237,312,6,2,0,0,0,0,0,31,0,64,0,0,1,82,0,0,1.95,67.3,0,75.1,77.8,72.4,13260,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1972-01,,280,280,5,1,0,0,0,0,0,31,0,58,0,0,1.13,82,1,1,1.29,74.5,0,74,77.4,70.6,14922,,,,
